ProductNo,Price,Quantity,Country
2152,15.32,0.8577718589166101,36
2802,14.61,0.8577718589166101,36
1002,15.32,-0.029023555031065622,36
2843,12.86,1.744567272864286,36
355,12.25,0.2665749162848263,36
949,10.65,2.6313626868119617,36
962,11.53,2.6313626868119617,36
1012,11.06,2.6313626868119617,36
1328,12.25,0.2665749162848263,36
1345,11.06,0.8577718589166101,36
1346,11.06,0.8577718589166101,36
1362,11.06,0.2665749162848263,36
1350,11.53,0.8577718589166101,36
1988,11.53,0.8577718589166101,36
2099,11.06,2.6313626868119617,36
2317,12.25,-0.029023555031065622,36
3022,11.06,1.4489688015483941,36
1233,14.3,0.8577718589166101,36
1026,14.61,2.6313626868119617,36
1461,15.32,1.744567272864286,36
1733,13.27,0.8577718589166101,36
976,13.27,0.8577718589166101,36
2148,6.19,0.8577718589166101,36
2149,6.19,0.8577718589166101,36
1565,6.19,0.2665749162848263,36
1568,6.19,-0.3246220263469575,36
1341,6.04,0.8577718589166101,36
1407,6.04,0.8577718589166101,36
1340,6.04,2.6313626868119617,36
1406,6.04,2.6313626868119617,36
1027,6.04,-0.029023555031065622,36
2141,6.19,2.040165744180178,36
2012,6.19,2.040165744180178,36
3222,6.19,0.5621733876007182,36
2010,6.19,2.040165744180178,36
2016,6.19,0.5621733876007182,36
1928,6.04,1.4489688015483941,36
1921,6.04,1.4489688015483941,36
1060,6.04,2.6313626868119617,36
1063,7.24,2.6313626868119617,36
2354,7.24,0.8577718589166101,25
2162,6.19,-0.6202204976628495,36
2163,6.19,-0.6202204976628495,36
2164,6.19,-0.47242126200490353,36
2165,6.19,-0.7680197333207954,36
2169,6.19,-0.47242126200490353,36
2170,6.19,-0.029023555031065622,36
2171,6.19,0.4143741519427723,36
2172,6.19,-0.3246220263469575,36
2173,6.19,-0.47242126200490353,36
2174,6.19,-0.7680197333207954,36
2175,6.19,-0.3246220263469575,36
2179,6.19,-0.6202204976628495,36
2180,6.19,-0.6202204976628495,36
2187,6.19,-0.3246220263469575,36
2193,6.19,-0.47242126200490353,36
2206,6.19,-0.7680197333207954,36
2214,6.19,-0.7680197333207954,36
2222,6.19,0.4143741519427723,36
2223,6.04,-0.47242126200490353,36
2227,6.19,-0.7680197333207954,36
2236,6.19,-0.7680197333207954,36
2252,6.19,-0.7680197333207954,36
2254,6.19,-0.47242126200490353,36
2265,6.19,-0.6202204976628495,36
2277,6.19,-0.47242126200490353,36
2278,6.19,-0.7680197333207954,36
2279,6.19,-0.7680197333207954,36
2281,6.19,-0.3246220263469575,36
2282,6.19,-0.6202204976628495,36
2285,6.19,-0.47242126200490353,36
2290,6.04,-0.7680197333207954,36
2292,6.04,-0.6202204976628495,36
2294,6.04,-0.7680197333207954,36
2305,6.04,-0.7680197333207954,36
2310,6.04,-0.3246220263469575,36
2314,6.04,-0.6202204976628495,36
2318,6.19,-0.029023555031065622,36
2319,6.19,-0.3246220263469575,36
2320,6.19,-0.7680197333207954,36
2322,6.19,-0.7680197333207954,36
2335,6.19,-0.7680197333207954,36
2336,6.19,0.8577718589166101,36
2339,6.19,-0.7680197333207954,36
2343,6.19,-0.17682279068901158,36
2345,6.19,-0.7680197333207954,36
2347,6.19,-0.6202204976628495,36
2348,6.19,-0.6202204976628495,36
2350,6.19,-0.7680197333207954,36
2352,6.19,-0.6202204976628495,36
2353,6.19,0.11877568062688035,36
2354,6.19,-0.6202204976628495,36
2355,6.19,-0.47242126200490353,36
2358,6.19,-0.7680197333207954,36
2374,6.19,-0.47242126200490353,36
2379,6.19,-0.7680197333207954,36
2383,6.19,-0.47242126200490353,36
2395,6.19,-0.7680197333207954,36
2402,6.19,-0.7680197333207954,36
2409,6.19,-0.7680197333207954,36
2410,6.19,-0.7680197333207954,36
2424,6.19,-0.7680197333207954,36
2425,6.19,-0.7680197333207954,36
2453,6.19,-0.7680197333207954,36
2455,6.19,-0.6202204976628495,36
2492,6.19,0.8577718589166101,36
2497,6.19,-0.3246220263469575,36
2502,6.04,-0.7680197333207954,36
2574,6.19,-0.7680197333207954,36
2578,7.24,-0.6202204976628495,36
2579,7.24,-0.47242126200490353,36
2580,7.24,-0.7680197333207954,36
2581,7.24,-0.6202204976628495,36
2582,7.24,-0.17682279068901158,36
2583,7.24,-0.029023555031065622,36
2588,6.19,-0.7680197333207954,36
2603,6.19,-0.47242126200490353,36
2608,7.24,-0.7680197333207954,36
2611,7.24,-0.47242126200490353,36
2612,7.24,-0.6202204976628495,36
2613,7.24,-0.6202204976628495,36
2625,7.24,-0.7680197333207954,36
2645,7.24,-0.6202204976628495,36
2647,7.24,-0.7680197333207954,36
2666,7.24,-0.7680197333207954,36
2686,6.39,-0.7680197333207954,36
2693,7.24,-0.47242126200490353,36
2704,7.24,-0.47242126200490353,36
2762,6.19,-0.7680197333207954,36
2782,6.19,-0.6202204976628495,36
2787,6.19,-0.6202204976628495,36
2790,6.19,-0.7680197333207954,36
2793,6.19,-0.7680197333207954,36
2804,6.19,-0.3246220263469575,36
2811,6.19,-0.7680197333207954,36
2833,6.19,-0.7680197333207954,36
2843,6.19,-0.6202204976628495,36
2847,6.19,-0.7680197333207954,36
2848,6.19,-0.3246220263469575,36
2881,6.19,-0.7680197333207954,36
2898,6.19,-0.6202204976628495,36
2907,6.19,-0.7680197333207954,36
2916,6.19,-0.3246220263469575,36
2918,6.19,-0.3246220263469575,36
2924,6.19,-0.17682279068901158,36
2961,6.19,-0.7680197333207954,36
2988,6.19,-0.3246220263469575,36
3028,6.19,-0.7680197333207954,36
3061,6.19,1.4489688015483941,36
3081,6.04,-0.47242126200490353,36
3099,6.04,1.744567272864286,36
3115,6.04,-0.47242126200490353,36
3122,6.04,-0.3246220263469575,36
3131,6.04,-0.7680197333207954,36
3135,6.04,-0.7680197333207954,36
3136,6.04,-0.7680197333207954,36
168,6.04,-0.47242126200490353,36
198,6.19,-0.6202204976628495,36
202,6.19,-0.7680197333207954,36
253,6.19,-0.6202204976628495,36
254,6.19,-0.7680197333207954,36
270,6.19,-0.7680197333207954,36
271,6.19,-0.6202204976628495,36
272,6.19,-0.47242126200490353,36
273,6.19,-0.3246220263469575,36
277,6.19,-0.7680197333207954,36
278,6.19,-0.47242126200490353,36
281,6.19,-0.6202204976628495,36
282,6.19,-0.3246220263469575,36
284,6.19,-0.7680197333207954,36
285,6.19,-0.7680197333207954,36
290,6.19,-0.7680197333207954,36
295,6.19,-0.47242126200490353,36
297,6.19,0.2665749162848263,36
300,6.19,-0.7680197333207954,36
308,6.19,-0.7680197333207954,36
325,6.19,-0.3246220263469575,36
326,6.19,-0.6202204976628495,36
345,6.19,-0.7680197333207954,36
360,6.19,-0.7680197333207954,36
362,6.19,-0.7680197333207954,36
363,6.19,-0.7680197333207954,36
370,6.19,1.5967680372063402,36
375,6.19,-0.6202204976628495,36
379,6.19,-0.7680197333207954,36
383,6.19,-0.7680197333207954,36
387,6.19,-0.6202204976628495,36
391,6.19,-0.7680197333207954,36
392,6.19,-0.6202204976628495,36
393,6.19,-0.6202204976628495,36
409,6.04,-0.029023555031065622,36
410,6.04,-0.3246220263469575,36
420,6.04,-0.6202204976628495,36
421,6.04,-0.6202204976628495,36
427,6.19,-0.6202204976628495,36
430,6.19,-0.7680197333207954,36
434,6.19,-0.7680197333207954,36
448,6.19,-0.6202204976628495,36
449,6.19,-0.7680197333207954,36
450,6.19,-0.7680197333207954,36
479,6.19,-0.7680197333207954,36
480,6.19,-0.6202204976628495,36
489,6.19,-0.6202204976628495,36
490,6.19,-0.6202204976628495,36
502,6.19,1.4489688015483941,36
523,6.19,-0.6202204976628495,36
524,6.19,-0.7680197333207954,36
528,6.19,-0.7680197333207954,36
543,6.19,-0.7680197333207954,36
546,6.19,-0.6202204976628495,36
548,6.19,-0.7680197333207954,36
587,6.19,-0.7680197333207954,36
591,6.19,-0.6202204976628495,36
593,6.19,-0.6202204976628495,36
594,6.19,-0.47242126200490353,36
595,6.19,-0.7680197333207954,36
596,6.19,-0.7680197333207954,36
600,6.19,0.7099726232586642,36
608,6.19,-0.47242126200490353,36
609,7.24,-0.7680197333207954,36
610,7.24,-0.7680197333207954,36
611,7.24,-0.6202204976628495,36
618,7.24,-0.7680197333207954,36
627,7.24,-0.6202204976628495,36
632,6.39,-0.7680197333207954,36
633,7.24,-0.7680197333207954,36
654,7.24,-0.6202204976628495,36
655,7.24,-0.029023555031065622,36
659,7.24,-0.17682279068901158,36
679,7.24,-0.3246220263469575,36
683,7.24,-0.6202204976628495,36
684,7.24,1.153370330232502,36
701,6.19,-0.6202204976628495,36
703,6.19,-0.7680197333207954,36
704,6.19,-0.6202204976628495,36
706,6.19,-0.7680197333207954,36
722,6.19,-0.7680197333207954,36
723,6.19,-0.7680197333207954,36
734,6.19,-0.7680197333207954,36
736,6.19,-0.7680197333207954,36
742,6.19,-0.7680197333207954,36
746,6.19,-0.029023555031065622,36
751,6.19,-0.6202204976628495,36
769,6.19,-0.7680197333207954,36
774,6.19,-0.47242126200490353,36
775,6.19,-0.6202204976628495,36
778,6.19,-0.17682279068901158,36
779,6.19,-0.7680197333207954,36
788,6.19,-0.47242126200490353,36
790,6.19,2.779161922469908,36
792,6.19,0.11877568062688035,36
793,6.19,-0.47242126200490353,36
802,6.19,0.8577718589166101,36
807,6.19,-0.7680197333207954,36
810,6.19,-0.7680197333207954,36
811,6.04,-0.6202204976628495,36
829,6.19,-0.7680197333207954,36
832,6.19,-0.6202204976628495,36
834,6.19,-0.3246220263469575,36
837,6.19,-0.7680197333207954,36
844,6.19,-0.47242126200490353,36
845,6.19,-0.7680197333207954,36
847,6.19,-0.7680197333207954,36
854,6.19,-0.3246220263469575,36
855,6.19,-0.6202204976628495,36
856,6.19,-0.7680197333207954,36
859,6.19,-0.7680197333207954,36
860,6.19,-0.7680197333207954,36
867,6.19,-0.6202204976628495,36
869,6.19,-0.6202204976628495,36
878,6.19,-0.7680197333207954,36
879,6.19,-0.7680197333207954,36
880,6.19,-0.7680197333207954,36
882,6.19,-0.47242126200490353,36
883,6.19,0.4143741519427723,36
884,6.19,-0.7680197333207954,36
886,6.19,-0.6202204976628495,36
889,6.19,-0.6202204976628495,36
891,6.19,-0.7680197333207954,36
893,6.19,-0.6202204976628495,36
895,6.19,-0.7680197333207954,36
900,6.19,-0.47242126200490353,36
901,6.19,-0.6202204976628495,36
902,6.19,-0.6202204976628495,36
903,6.19,-0.3246220263469575,36
904,6.19,-0.6202204976628495,36
905,6.19,-0.7680197333207954,36
906,6.19,-0.7680197333207954,36
908,6.19,-0.47242126200490353,36
911,6.19,-0.6202204976628495,36
912,6.19,0.2665749162848263,36
915,6.19,0.2665749162848263,36
918,6.19,-0.47242126200490353,36
919,6.19,-0.47242126200490353,36
920,6.19,-0.3246220263469575,36
921,6.19,-0.6202204976628495,36
922,6.19,-0.7680197333207954,36
923,6.19,-0.3246220263469575,36
925,6.19,-0.7680197333207954,36
930,6.19,-0.3246220263469575,36
954,6.19,-0.7680197333207954,36
955,6.19,-0.6202204976628495,36
958,6.19,-0.7680197333207954,36
960,6.19,-0.47242126200490353,36
961,6.19,-0.7680197333207954,36
964,6.19,-0.7680197333207954,36
965,6.19,0.2665749162848263,36
966,6.19,-0.3246220263469575,36
973,6.19,-0.7680197333207954,36
975,6.19,-0.7680197333207954,36
981,6.19,-0.7680197333207954,36
989,6.19,-0.47242126200490353,36
994,6.19,-0.3246220263469575,36
996,6.19,-0.7680197333207954,36
997,6.19,0.5621733876007182,36
998,6.04,-0.6202204976628495,36
999,6.04,-0.6202204976628495,36
1000,6.04,-0.47242126200490353,36
1001,6.19,-0.7680197333207954,36
1002,6.19,-0.7680197333207954,36
1004,6.19,-0.3246220263469575,36
1006,6.19,-0.6202204976628495,36
1011,6.19,-0.7680197333207954,36
1012,6.19,-0.7680197333207954,36
1013,6.19,-0.7680197333207954,36
1017,6.19,-0.47242126200490353,36
1022,6.19,-0.7680197333207954,36
11,6.19,-0.7680197333207954,36
12,6.19,-0.7680197333207954,36
21,6.19,-0.7680197333207954,36
58,6.19,-0.17682279068901158,36
60,6.19,-0.7680197333207954,36
61,6.19,-0.47242126200490353,36
63,6.19,-0.7680197333207954,36
83,6.19,-0.7680197333207954,36
86,6.19,-0.7680197333207954,36
118,6.19,0.11877568062688035,36
123,6.19,-0.6202204976628495,36
126,6.19,-0.7680197333207954,36
159,6.19,-0.7680197333207954,36
160,6.19,0.11877568062688035,36
161,6.19,-0.6202204976628495,36
162,6.19,-0.3246220263469575,36
1023,6.19,-0.029023555031065622,36
1026,6.19,-0.7680197333207954,36
1028,6.19,-0.6202204976628495,36
1035,7.24,-0.6202204976628495,36
1038,7.24,-0.6202204976628495,36
1039,7.24,-0.47242126200490353,36
1040,7.24,0.11877568062688035,36
1041,7.24,-0.3246220263469575,36
1046,7.24,0.4143741519427723,36
1048,7.24,-0.7680197333207954,36
1050,7.24,-0.7680197333207954,36
1053,7.24,-0.7680197333207954,36
1055,7.24,-0.6202204976628495,36
1056,6.19,0.11877568062688035,36
1059,6.19,-0.17682279068901158,36
1067,7.24,-0.6202204976628495,36
1071,7.24,-0.47242126200490353,36
1074,7.24,-0.7680197333207954,36
1076,7.24,-0.7680197333207954,36
1077,7.24,0.7099726232586642,36
1080,7.24,-0.7680197333207954,36
1089,7.24,-0.7680197333207954,36
1092,7.24,-0.7680197333207954,36
1098,7.24,-0.3246220263469575,36
1103,7.24,-0.3246220263469575,36
1104,7.24,-0.7680197333207954,36
1130,6.39,-0.6202204976628495,36
1131,7.24,-0.7680197333207954,36
1134,7.24,-0.7680197333207954,36
1143,7.24,-0.6202204976628495,36
1146,7.24,-0.7680197333207954,36
1148,7.24,-0.17682279068901158,36
1149,7.24,-0.3246220263469575,36
1167,7.24,-0.7680197333207954,36
1168,7.24,-0.7680197333207954,36
1174,7.24,-0.7680197333207954,36
1175,7.24,-0.6202204976628495,36
1176,7.24,-0.6202204976628495,36
1191,7.24,-0.6202204976628495,36
1193,7.24,-0.47242126200490353,36
1194,7.24,-0.6202204976628495,36
1196,6.19,-0.6202204976628495,36
1204,6.19,-0.3246220263469575,36
1206,6.19,1.5967680372063402,36
1208,6.19,0.11877568062688035,36
1213,6.19,-0.47242126200490353,36
1220,6.19,-0.47242126200490353,36
1221,6.19,-0.7680197333207954,36
1222,6.19,-0.6202204976628495,36
1223,6.19,-0.7680197333207954,36
1226,6.19,-0.6202204976628495,36
1227,6.19,-0.6202204976628495,36
1232,6.19,-0.7680197333207954,36
1234,6.19,-0.7680197333207954,36
1235,6.19,-0.7680197333207954,36
3142,6.19,-0.7680197333207954,36
3168,6.19,-0.7680197333207954,36
3179,6.19,-0.7680197333207954,36
3180,6.19,-0.17682279068901158,36
3181,6.19,-0.3246220263469575,36
3183,6.19,-0.7680197333207954,36
3188,6.19,-0.6202204976628495,36
3191,6.19,-0.7680197333207954,36
3195,6.19,-0.7680197333207954,36
3196,6.19,-0.6202204976628495,36
3197,6.19,-0.7680197333207954,36
3200,6.19,-0.7680197333207954,36
3204,6.19,-0.7680197333207954,36
3218,6.19,-0.6202204976628495,36
3233,6.19,-0.7680197333207954,36
3237,6.19,-0.47242126200490353,36
3251,6.19,-0.7680197333207954,36
3253,6.19,-0.6202204976628495,36
3268,6.19,-0.7680197333207954,36
3277,6.19,-0.47242126200490353,36
3280,6.19,-0.7680197333207954,36
3284,6.19,-0.7680197333207954,36
3287,6.19,-0.7680197333207954,36
3291,6.19,-0.7680197333207954,36
3292,6.19,-0.7680197333207954,36
3293,6.19,-0.3246220263469575,36
3314,6.19,0.4143741519427723,36
3331,6.19,-0.47242126200490353,36
3351,6.19,-0.7680197333207954,36
3353,6.19,-0.6202204976628495,36
3355,6.04,-0.7680197333207954,36
3365,6.19,-0.47242126200490353,36
3367,6.19,-0.6202204976628495,36
3369,6.19,-0.7680197333207954,36
3373,6.19,-0.7680197333207954,36
3376,6.19,-0.7680197333207954,36
3379,6.19,-0.7680197333207954,36
3401,6.19,-0.7680197333207954,36
3405,6.19,-0.7680197333207954,36
3444,6.19,-0.7680197333207954,36
3447,6.19,-0.7680197333207954,36
3450,6.19,-0.6202204976628495,36
3451,6.04,-0.7680197333207954,36
3452,6.19,-0.7680197333207954,36
3468,6.19,-0.7680197333207954,36
3485,6.19,-0.7680197333207954,36
3507,6.19,-0.6202204976628495,36
3508,6.19,-0.7680197333207954,36
3539,6.19,-0.7680197333207954,36
3540,6.19,-0.7680197333207954,36
3545,6.19,-0.7680197333207954,36
3550,6.19,-0.7680197333207954,36
3553,6.19,-0.7680197333207954,36
3561,6.19,-0.7680197333207954,36
3570,6.19,-0.7680197333207954,36
3582,6.19,-0.7680197333207954,36
3587,6.19,-0.6202204976628495,36
3592,6.19,-0.7680197333207954,36
3595,6.19,-0.7680197333207954,36
3596,6.19,-0.7680197333207954,36
3597,6.19,-0.7680197333207954,36
3599,6.19,-0.6202204976628495,36
3600,6.19,-0.6202204976628495,36
3603,6.19,-0.7680197333207954,36
3609,6.19,-0.7680197333207954,36
3611,6.19,-0.7680197333207954,36
3622,6.04,-0.7680197333207954,36
3626,6.19,-0.7680197333207954,36
3627,6.19,-0.6202204976628495,36
3629,6.19,-0.7680197333207954,36
3632,6.19,-0.7680197333207954,36
3634,6.19,-0.7680197333207954,36
3641,6.19,-0.6202204976628495,36
3646,6.19,-0.6202204976628495,36
3647,6.19,-0.7680197333207954,36
3653,6.19,-0.6202204976628495,36
3659,6.19,-0.7680197333207954,36
3664,6.19,-0.6202204976628495,36
3665,6.19,-0.7680197333207954,36
3666,6.19,-0.7680197333207954,36
3667,6.19,-0.7680197333207954,36
3670,6.19,-0.7680197333207954,36
3671,6.19,-0.7680197333207954,36
3676,6.19,-0.7680197333207954,36
3677,6.19,-0.7680197333207954,36
3681,6.19,-0.7680197333207954,36
1239,6.19,-0.6202204976628495,36
1240,6.19,-0.7680197333207954,36
1241,6.19,-0.6202204976628495,36
1254,6.19,-0.7680197333207954,36
1266,6.19,-0.7680197333207954,36
1273,6.19,-0.47242126200490353,36
1274,6.19,-0.47242126200490353,36
1275,6.19,-0.7680197333207954,36
1276,6.19,-0.6202204976628495,36
1277,6.19,-0.3246220263469575,36
1292,7.24,-0.7680197333207954,36
1296,7.24,-0.7680197333207954,36
1301,7.24,0.11877568062688035,36
1311,7.24,-0.7680197333207954,36
1316,7.24,-0.7680197333207954,36
1318,7.24,-0.7680197333207954,36
1319,7.24,-0.7680197333207954,36
1330,7.24,-0.7680197333207954,36
1337,7.24,-0.7680197333207954,36
1339,7.24,-0.7680197333207954,36
1340,7.24,-0.17682279068901158,36
1345,7.24,-0.7680197333207954,36
1388,7.24,-0.7680197333207954,36
1391,7.24,-0.7680197333207954,36
1396,7.24,-0.47242126200490353,36
1398,7.24,-0.6202204976628495,36
1399,7.24,-0.6202204976628495,36
1400,7.24,-0.47242126200490353,36
1401,7.24,-0.47242126200490353,36
1403,7.24,-0.6202204976628495,36
1404,7.24,-0.47242126200490353,36
1406,7.24,-0.17682279068901158,36
1411,7.24,-0.3246220263469575,36
1412,7.24,-0.47242126200490353,36
1417,7.24,-0.3246220263469575,36
1419,6.39,-0.6202204976628495,36
1420,7.24,-0.17682279068901158,36
1422,7.24,-0.47242126200490353,36
1423,7.24,-0.3246220263469575,36
1424,7.24,1.892366508522232,36
1426,7.24,0.4143741519427723,36
1427,7.24,0.7099726232586642,36
1431,7.24,-0.6202204976628495,36
1432,7.24,-0.6202204976628495,36
1435,7.24,-0.029023555031065622,36
1436,7.24,-0.7680197333207954,36
1437,7.24,-0.47242126200490353,36
1438,6.39,-0.6202204976628495,36
1439,7.24,-0.47242126200490353,36
1442,7.24,0.4143741519427723,36
1443,7.24,-0.3246220263469575,36
1444,6.19,-0.17682279068901158,36
1445,6.19,-0.6202204976628495,36
1446,6.19,-0.47242126200490353,36
1447,6.19,-0.47242126200490353,36
1453,6.19,-0.47242126200490353,36
1458,6.19,-0.7680197333207954,36
1459,6.19,-0.3246220263469575,36
1460,6.19,-0.7680197333207954,36
1463,6.19,-0.3246220263469575,36
1464,6.19,-0.47242126200490353,36
1465,6.19,-0.6202204976628495,36
1473,6.19,-0.7680197333207954,36
1474,6.19,-0.7680197333207954,36
1476,6.19,-0.7680197333207954,36
1477,6.19,-0.7680197333207954,36
1478,6.19,-0.7680197333207954,36
1493,6.19,-0.6202204976628495,36
1494,6.19,-0.7680197333207954,36
1496,6.19,1.4489688015483941,36
1497,6.19,-0.6202204976628495,36
1498,6.19,-0.7680197333207954,36
1505,6.19,-0.17682279068901158,36
1532,6.19,-0.47242126200490353,36
1533,6.19,-0.7680197333207954,36
1536,6.19,-0.7680197333207954,36
1538,6.19,-0.6202204976628495,36
1540,6.19,-0.17682279068901158,36
1542,6.19,-0.029023555031065622,36
1551,6.19,-0.7680197333207954,36
1552,6.19,-0.7680197333207954,36
1553,6.19,-0.6202204976628495,36
1555,6.19,-0.47242126200490353,36
1556,6.19,-0.7680197333207954,36
1559,6.19,-0.6202204976628495,36
1563,6.19,-0.7680197333207954,36
1564,6.19,-0.3246220263469575,36
1565,6.19,-0.3246220263469575,36
1568,6.19,-0.7680197333207954,36
1579,6.19,-0.3246220263469575,36
1583,6.19,-0.6202204976628495,36
1586,6.19,-0.7680197333207954,36
1587,6.19,-0.7680197333207954,36
1589,6.19,-0.6202204976628495,36
1591,6.19,-0.7680197333207954,36
1592,6.19,-0.7680197333207954,36
1595,6.19,-0.47242126200490353,36
1596,6.19,-0.6202204976628495,36
1601,6.19,-0.7680197333207954,36
1605,6.19,-0.6202204976628495,36
1612,6.19,-0.7680197333207954,36
1628,6.19,-0.7680197333207954,36
1631,6.19,-0.47242126200490353,36
1633,6.19,-0.47242126200490353,36
1641,6.19,-0.7680197333207954,36
1643,6.19,-0.7680197333207954,36
1646,6.19,0.4143741519427723,36
1647,6.19,1.744567272864286,36
1648,6.19,-0.6202204976628495,36
1649,6.19,-0.17682279068901158,36
1650,7.24,-0.029023555031065622,36
1651,7.24,-0.47242126200490353,36
1663,7.24,-0.47242126200490353,36
1689,7.24,-0.6202204976628495,36
1690,7.24,-0.47242126200490353,36
1691,7.24,-0.3246220263469575,36
1705,7.24,-0.7680197333207954,36
1709,7.24,-0.7680197333207954,36
1712,7.24,-0.7680197333207954,36
1714,7.24,-0.7680197333207954,36
1722,7.24,-0.7680197333207954,36
1723,7.24,-0.6202204976628495,36
1724,7.24,-0.47242126200490353,36
1728,7.24,-0.7680197333207954,36
1730,6.39,-0.7680197333207954,36
1732,7.24,-0.17682279068901158,36
1733,7.24,0.11877568062688035,36
1737,7.24,-0.7680197333207954,36
1745,7.24,-0.029023555031065622,36
1747,7.24,-0.029023555031065622,36
1751,7.24,-0.7680197333207954,36
1762,6.19,-0.7680197333207954,36
1763,6.19,-0.6202204976628495,36
1765,6.19,-0.7680197333207954,36
1770,6.19,-0.3246220263469575,36
1773,6.19,-0.6202204976628495,36
1774,6.19,-0.6202204976628495,36
1777,6.19,-0.7680197333207954,36
1781,6.19,-0.6202204976628495,36
1782,6.19,0.4143741519427723,36
1783,6.19,-0.47242126200490353,36
1784,6.19,-0.47242126200490353,36
1785,6.19,-0.7680197333207954,36
1786,6.19,-0.7680197333207954,36
1787,6.19,-0.3246220263469575,36
1790,6.19,-0.029023555031065622,36
1796,6.19,-0.6202204976628495,36
1797,6.19,-0.7680197333207954,36
1798,6.19,-0.7680197333207954,36
1800,6.19,-0.6202204976628495,36
1801,6.19,-0.7680197333207954,36
1803,6.19,-0.47242126200490353,36
1804,6.19,-0.7680197333207954,36
1805,6.19,-0.7680197333207954,36
1809,6.19,-0.7680197333207954,36
1810,6.19,-0.6202204976628495,36
1813,6.19,-0.47242126200490353,36
1814,6.19,-0.47242126200490353,36
1816,6.19,-0.3246220263469575,36
1817,6.19,-0.17682279068901158,36
1818,6.19,-0.7680197333207954,36
1819,6.19,-0.3246220263469575,36
1820,6.19,-0.7680197333207954,36
1825,6.19,-0.3246220263469575,36
1827,6.19,-0.7680197333207954,36
1829,6.19,-0.6202204976628495,36
1831,6.19,-0.7680197333207954,36
1832,6.19,-0.6202204976628495,36
1833,6.19,-0.7680197333207954,36
1867,6.19,-0.7680197333207954,36
1868,6.19,-0.7680197333207954,36
1869,6.19,-0.17682279068901158,36
1870,6.19,-0.7680197333207954,36
1871,6.19,-0.7680197333207954,36
1888,6.19,-0.7680197333207954,36
1890,6.19,-0.47242126200490353,36
1891,6.19,-0.47242126200490353,36
1896,6.19,-0.7680197333207954,36
1897,6.19,-0.7680197333207954,36
1902,6.19,-0.7680197333207954,36
1903,6.19,-0.3246220263469575,36
1907,6.19,-0.47242126200490353,36
